accuracy,loss,val_accuracy,val_loss
0.17782427370548248,2.374630928039551,0.15000000596046448,2.2753984928131104
0.2615062892436981,2.1393823623657227,0.3700000047683716,1.9389772415161133
0.3200836777687073,1.9932277202606201,0.3199999928474426,1.8852150440216064
0.3410041928291321,1.8760885000228882,0.4000000059604645,1.840133547782898
0.39435145258903503,1.784725546836853,0.28999999165534973,1.8504307270050049
0.37029287219047546,1.8975268602371216,0.4300000071525574,1.6663775444030762
0.4581589996814728,1.6264691352844238,0.4699999988079071,1.5209264755249023
0.49790793657302856,1.461197018623352,0.6100000143051147,1.158730387687683
0.51778244972229,1.3859047889709473,0.6600000262260437,1.062941551208496
0.5209205150604248,1.3400050401687622,0.6200000047683716,1.1241085529327393
0.5711296796798706,1.2633651494979858,0.6100000143051147,1.0250329971313477
0.6286610960960388,1.1026160717010498,0.6100000143051147,1.1488208770751953
0.6004183888435364,1.1899199485778809,0.6600000262260437,0.9712426066398621
0.6349372267723083,1.030173897743225,0.6200000047683716,1.131780743598938
0.6548117399215698,1.0043649673461914,0.7300000190734863,0.6938095092773438
0.6841003894805908,0.9457488656044006,0.5,2.2685983180999756
0.6537656784057617,1.0805078744888306,0.6600000262260437,0.9401704668998718
0.7081589698791504,0.900471568107605,0.6700000166893005,0.9616308808326721
0.7364016771316528,0.8069674372673035,0.7799999713897705,0.6571293473243713
0.7081589698791504,0.84088534116745,0.5899999737739563,0.9407289624214172
0.7248954176902771,0.7760206460952759,0.7699999809265137,0.7445812821388245
0.7364016771316528,0.7918129563331604,0.6399999856948853,0.951615571975708
0.7405857443809509,0.797835648059845,0.5899999737739563,1.1960971355438232
0.7510460019111633,0.6986711621284485,0.75,0.5936287045478821
0.7876569032669067,0.620147168636322,0.8399999737739563,0.4406498968601227
0.8127614855766296,0.5633012652397156,0.8199999928474426,0.5602564811706543
0.7834727764129639,0.6553894877433777,0.7400000095367432,0.7224921584129333
0.7531380653381348,0.7402188181877136,0.6700000166893005,0.9572570323944092
0.8242678046226501,0.5218253135681152,0.8700000047683716,0.47200679779052734
0.8211296796798706,0.5229901075363159,0.7300000190734863,1.1598807573318481
0.8525104522705078,0.44673416018486023,0.8100000023841858,0.6182507276535034
0.8702929019927979,0.4224138855934143,0.8600000143051147,0.5546050071716309
0.839958131313324,0.5307718515396118,0.8100000023841858,0.5549405813217163
